,tweets,sentiment,subjectivity,type
1306,"Leftist poll results! No, flip the #Hellright outta this!#Trump #Trump2020#KAG2020 #Cult45 #Conservative… ",-0.0625,0.6,Negative
1307," Leftist poll results! No, flip the #Hellright outta this!#Trump #Trump2020#KAG2020 #Cult45 #Conservative #FindGod h…",-0.0625,0.6,Negative
2227,#NevadaCaucus PredictionsResults take three years to come back due to interference by Spectre.#BernieSanders re… ,-0.0625,0.1875,Negative
1190," Quite the crappy flash overall USfor February.Partly due to #coronavirus disruptions, but also linked to…",-0.0625,0.1875,Negative
2248, #NevadaCaucus PredictionsResults take three years to come back due to interference by Spectre.#BernieSanders revea…,-0.0625,0.1875,Negative
1048,"Fuck Putin.Fuck Trump.Fuck anyone who fucks with Our right to vote.The People, the masses, We are America.S… ",-0.05714285714285716,0.5678571428571428,Negative
2168," A whole-a$s market.(-_-) #TheColorOfMoney""Slavery modernized credit markets, creating complex new forms of financial ins…",-0.05454545454545454,0.28484848484848485,Negative
250," We spent so long trying to decide if they were mobsters, traitors, buffoons, or all of the above. By the time we realized the…",-0.05000000000000001,0.19999999999999998,Negative
967, ‘Taking No Chances’: Nevada Dems Hire Massive Call Center to Avoid Caucus Meltdown #Election2020 ,-0.05,0.55,Negative
773, ‘Taking No Chances’: Nevada Dems Hire Massive Call Center to Avoid Caucus Meltdown #Election2020 ,-0.05,0.55,Negative
848, ‘Taking No Chances’: Nevada Dems Hire Massive Call Center to Avoid Caucus Meltdown #Election2020 ,-0.05,0.55,Negative
166,"Didn't take long to have them come to try to dispute this, but instead of providing information about who is on the… ",-0.05,0.4,Negative
571, ‘Taking No Chances’: Nevada Dems Hire Massive Call Center to Avoid Caucus Meltdown #Election2020 ,-0.05,0.55,Negative
1240,Long time supporter,-0.05,0.4,Negative
139,RT _: Scenes from outside the Las Vegas Convention Center before Trump’s rally today.#Election2020 #RJNow htt…,-0.05,0.07500000000000001,Negative
1542,"Actually, not factual at all. You're a shill spreading #propaganda - #mediabias rampant this #Election2020 cycle &amp;d… ",-0.05,0.1,Negative
1602,Let's assume it's Bernie vs. Trump in the end (due to Russia or no Russia)...will moderate Democrats simply not vot… ,-0.041666666666666664,0.4773809523809524,Negative
1653,"Glad to see Twitter cracking5 down on fake followers, especially in #Election2020. Robo ax hits ; who… ",-0.03888888888888889,0.8222222222222222,Negative
1400, Vote centers at Rood Center &amp; Truckee Town Hall open starting today from 8am-5pm! See you there! #Election2020 #NevadaC…,-0.03333333333333333,0.2333333333333333,Negative
2184,"#ElizabethWarren, formerly of Native American ancestry, speaks today at #Seattle Center Armory#Warren… ",-0.03333333333333333,0.03333333333333333,Negative
1270," With each pointless “investigation” of their president,have exponentially lost large blocs of the American…",-0.017857142857142863,0.4642857142857143,Negative
1253,"With each pointless “investigation” of their president,have exponentially lost large blocs of the Am… ",-0.017857142857142863,0.4642857142857143,Negative
1258," With each pointless “investigation” of their president,have exponentially lost large blocs of the American…",-0.017857142857142863,0.4642857142857143,Negative
1257," With each pointless “investigation” of their president,have exponentially lost large blocs of the American…",-0.017857142857142863,0.4642857142857143,Negative
228,Vote NO. You wasted years of your budget towards pensions and waste full spending. Do not ask propert owners and Sp… ,-0.01666666666666668,0.18333333333333335,Negative
362,"Ever notice how rich people who support socialism are hypocrites, but poor people who support socialism are thieves… ",-0.012500000000000011,0.675,Negative
395," Ever notice how rich people who support socialism are hypocrites, but poor people who support socialism are thieves? #Ber…",-0.012500000000000011,0.675,Negative
1001, Everyone the DNC opposes...__ #MEMES #memesdaily #voting #conservatives #trump2020 #kag2020 #kag #el…,0.0,0.0,Neutral
986,RT : Trump Rallygoers in Phoenix: 18 Percent Were Democrats and About a Quarter Didn't Vote in 2016 …,0.0,0.0,Neutral
1016, Here we go... flip this switch! ,0.0,0.0,Neutral
958, Trump2020 ❤❤#Election2020 GO TRUMP ,0.0,0.0,Neutral
974,RT : #Election2020 ,0.0,0.0,Neutral
959, Which #JasonJohnson? THIS Jason Johnson? The one Yvette Carnell eviscerated a while back? 😏 #ados #reparations #election2…,0.0,0.0,Neutral
1736," Nevada Independent: While A Sanders Victory Seems Likely, no One Knows How Nevada’s Democratic Caucus Will go Otherwise #E…",0.0,0.5625,Neutral
1013,10 Reasons Why You Should Reject Socialism - TFP Student Actionplease read &amp; share… ,0.0,0.0,Neutral
1718," Nevada Independent: While A Sanders Victory Seems Likely, no One Knows How Nevada’s Democratic Caucus Will go Otherwise #E…",0.0,0.5625,Neutral
1012, Here we go... flip this switch!,0.0,0.0,Neutral
975,What kinda garbage are they going to hit us with on the eve of #SuperTuesday?They’ll probably still be milking… ,0.0,0.0,Neutral
1737,"My political post: 32 years ago, the powers that be, ripped me off of being class president. I was the candidate to… ",0.0,0.1,Neutral
1738, Attn #California!NPP ballots are being sent to registered Dems. DO NOT CAST THAT BALLOT. There are no presidential candid…,0.0,0.0,Neutral
1017,#BeReady #Election2020 The #SocialMedia wars have begun. ,0.0,0.0,Neutral
954, I’m endorsingfor Vice President. #Election2020,0.0,0.0,Neutral
1699, #stillvotingyang till the day I die via#YangGang #Election2020 #GoAxim,0.0,0.0,Neutral
1724,*Democratic establishment tries every conceivable underhand tactic to stop Bernie*Libs: .....Bernie: They can't… ,0.0,0.35,Neutral
1695," Looks like...less than 3 weeks!👌🏻🤣👍🏻 Never stop being you, ...with each shovel load of #RussianCollusion you heap…",0.0,0.0,Neutral
982,The #Revolution Continues : #Election2020 – The Year That Will Shape the Future (Info you need to know!) ,0.0,0.125,Neutral
1722, Calling on Christians to FLIP THIS POLL!! Please &amp; Thank you I hope you have a blessed day.,0.0,0.0,Neutral
1020,RT : Trump Rallygoers in Phoenix: 18 Percent Were Democrats and About a Quarter Didn't Vote in 2016 …,0.0,0.0,Neutral
979, Which #JasonJohnson? THIS Jason Johnson? The one Yvette Carnell eviscerated a while back? 😏 #ados #reparations #election2…,0.0,0.0,Neutral
1021,2020 Presidential Election News Update🗞:Washington Post: Trump furious after officials let Americans with coronavi… ,0.0,0.0,Neutral
953, Trump2020 ❤❤#Election2020 GO TRUMP ,0.0,0.0,Neutral
1693, Don't take your vote with you!Check your vote and put your vote in the ballot box!You can be a Texas voter with…,0.0,0.0,Neutral
1721,#PresidentSanders#BernieWonIowa #BernieWonNewHampshire#BernieBeatsTrump#BerniesGonnaWin#NevadaCaucus… ,0.0,0.0,Neutral
981,2020 Presidential Election News Update🗞:Roger Stone asks to disqualify judge from his case#Election2020 #News,0.0,0.0,Neutral
1011,RT : Trump Rallygoers in Phoenix: 18 Percent Were Democrats and About a Quarter Didn't Vote in 2016 …,0.0,0.0,Neutral
991,RT : Trump Rallygoers in Phoenix: 18 Percent Were Democrats and About a Quarter Didn't Vote in 2016 …,0.0,0.0,Neutral
1719, Mais ta gueule,0.0,0.0,Neutral
1713, Just over a day left to have your voice be heard on this question-…,0.0,0.0,Neutral
988, The truth that #msnbc n #CNN won’t show you!#socialism #socialismsucks #berniesanders #bernie2020 #bernie #medicaid #medica…,0.0,0.0,Neutral
1002," . used public pressure to get Bloomberg to release women from NDAs,used public pressure to get A…",0.0,0.06666666666666667,Neutral
999,#Election2020,0.0,0.0,Neutral
1728, Calling on Christians to FLIP THIS POLL!! Please &amp; Thank you I hope you have a blessed day.,0.0,0.0,Neutral
987, Trump2020 ❤❤#Election2020 GO TRUMP ,0.0,0.0,Neutral
1708, Here we go... flip this switch!,0.0,0.0,Neutral
1705, Just over a day left to have your voice be heard on this question-…,0.0,0.0,Neutral
969, Here we go... flip this switch!,0.0,0.0,Neutral
1005, Here we go... flip this switch!,0.0,0.0,Neutral
1006, Here we go... flip this switch!,0.0,0.0,Neutral
1729,#PresidentSanders#BernieWonIowa #BernieWonNewHampshire#BernieBeatsTrump#BerniesGonnaWin#NevadaCaucus… ,0.0,0.0,Neutral
1717,Well it is #Election2020 It has to be a sign. #lasvegas with all this rain 😑 ,0.0,0.0,Neutral
965, Which #JasonJohnson? THIS Jason Johnson? The one Yvette Carnell eviscerated a while back? 😏 #ados #reparations #election2…,0.0,0.0,Neutral
996, Mais ta gueule,0.0,0.0,Neutral
1010,oh wow🤧,0.0,0.0,Neutral
970, Here we go... flip this switch!,0.0,0.0,Neutral
964, Everyone the DNC opposes...__ #MEMES #memesdaily #voting #conservatives #trump2020 #kag2020 #kag #el…,0.0,0.0,Neutral
1732," Nevada Independent: While A Sanders Victory Seems Likely, no One Knows How Nevada’s Democratic Caucus Will go Otherwise #E…",0.0,0.5625,Neutral
984, Here we go... flip this switch!,0.0,0.0,Neutral
1734,Registered Voters Nationwide - Washington Post / ABC News - Feb. 14 - 17 #poll #Election2020 ,0.0,0.0,Neutral
1008, The truth that #msnbc n #CNN won’t show you!#socialism #socialismsucks #berniesanders #bernie2020 #bernie #medicaid #medica…,0.0,0.0,Neutral
995, Everyone the DNC opposes...__ #MEMES #memesdaily #voting #conservatives #trump2020 #kag2020 #kag #el…,0.0,0.0,Neutral
1725,"#MAGA Patriots, you know what to do! Vote and RT!#KAG#MAGA2020Landslide",0.0,0.0,Neutral
1735, Attn #California!NPP ballots are being sent to registered Dems. DO NOT CAST THAT BALLOT. There are no presidential candid…,0.0,0.0,Neutral
994,Patriots you know what to. Christ is in Control. Turn this Satanic poll,0.0,0.0,Neutral
972,#voters COLOR me PARANOID -but because of the Date October 1st and with the election on November 3rd -and the fac… ,0.0,0.0,Neutral
985,#Election2020,0.0,0.0,Neutral
992, #Election2020 #Sanders2020 ,0.0,0.0,Neutral
1009,#NevadaCaucus2020#NevadaCaucuses#BernieBeatsTrump#Bernie2020#Election2020,0.0,0.0,Neutral
960," Looks like...less than 3 weeks!👌🏻🤣👍🏻 Never stop being you, ...with each shovel load of #RussianCollusion you heap…",0.0,0.0,Neutral
1007,Trump Rallygoers in Phoenix: 18 Percent Were Democrats and About a Quarter Didn't Vote in 2016… ,0.0,0.0,Neutral
1739,"Checking one's voter registration status is easier than going to your Secretary of State's site, SPLC!… ",0.0,0.0,Neutral
901,This A-Team meme is killing me #Warren #Warren2020 #election2020 #lizwarren #ateam #meme #debate #Bloomberg… ,0.0,0.0,Neutral
1740," BREAKING: #Election2020 to Be Decided on Basis of Sandwich TransparencyBroke: eating Woke: eating , bil…",0.0,0.0,Neutral
838,#election2020 #DonaldTrump ,0.0,0.0,Neutral
1819, Your thoughts?,0.0,0.0,Neutral
835, 📰:has the money and the name but is the late-life crisis of running for President the move? What you should f…,0.0,0.0,Neutral
1822," ""Socialists don’t like people to do things for themselves. Socialists like to get people dependent on the state. You never build a…",0.0,0.0,Neutral
833," [MàJ] Avec l'officialisation de la candidature du députédans la circo Porte du sud, soutenue par …",0.0,0.0,Neutral
1829, Don't take your vote with you!Check your vote and put your vote in the ballot box!You can be a Texas voter with…,0.0,0.0,Neutral
1831,"If onlywas this pissed off when interviewing , or , or… ",0.0,0.0,Neutral
830, So Putin’s dream #Election2020 ticket is #BernieSandersvs Trump.,0.0,0.0,Neutral
829," POLL:If the Dem ticket turns out to be Bernie/Hillary, would you#Poll#polloftheday #FeelTheBern #hillary2020#MAGA20…",0.0,0.0,Neutral
1833,"Support 𝗜𝗻𝗰𝘂𝗺𝗯𝗲𝗻𝘁 𝗗𝗲𝗺𝗼𝗰𝗿𝗮𝘁 𝗦𝗲𝗻𝗮𝘁𝗼𝗿𝘀 𝗮𝗻𝗱 𝗗𝗲𝗺𝗼𝗰𝗿𝗮𝘁𝘀 𝗳𝗼𝗿 𝗺𝗼𝗿𝗲 𝗳𝗹𝗶𝗽𝗽𝗮𝗯𝗹𝗲 𝘀𝗲𝗮𝘁𝘀, &amp; ➡️…",0.0,0.0,Neutral
827,#Election2020,0.0,0.0,Neutral
826,“How To Blow and Election” by Tom Perez and band of merry men and women #Election2020Infighting and online hoaxes… ,0.0,0.0,Neutral
1834," Support to 𝗙𝗹𝗶𝗽 𝗨𝗦 𝗦𝗲𝗻𝗮𝘁𝗲, &amp; ➡️RT!#Election2020 #DemSenate2020 #FlipItBlue #YesWeCan #S…",0.0,0.0,Neutral
1835," 🔁#Alabama US Senate #Election2020-Nov-3Support Sen. DOUG JONES #ALSEN,&amp; 👉RT#YesWeCan…",0.0,0.0,Neutral
823,Putin’s dream #Election2020ticket. #Bernie2020 vs Trump.,0.0,0.0,Neutral
839," DID marry her brother and said she would 'do what she had to do to get him ""papers"" h…",0.0,0.0,Neutral
